id,text,source,reply_screen_name,user_id,user_screen_name,user_location,followers_count,friends_count,listed_count,user_created_at,fav_counts,verified,user_lang,retweet_count,favorite_count,lang,sentiment,State
1054885134577557506,@BComptonNHL @McDonalds OMG. THEY JUST GET US.,Twitter for iPhone,BComptonNHL,16052886,CarrlynBathe,"Orange, CA",12210,855,200,2008-08-30 09:02:03,14832,True,en,0,2,en,0.0,CA
1054885057809260545,@Queen_lyee @McDonalds um that’s not my last name and you probably do that,Twitter for iPhone,4k_kyle,3304215825,4k_kyle,"Blythewood, SC",148,217,0,2015-05-31 01:43:24,920,False,en,0,0,en,0.0,SC
1054885057729458176,@thegoldenmuzzy @McDonalds @LAKings Right?! They killed it!,Twitter for iPhone,thegoldenmuzzy,16052886,CarrlynBathe,"Orange, CA",12210,855,200,2008-08-30 09:02:03,14832,True,en,0,1,en,0.05357142857142855,CA
1054885029761957891,@CarrlynBathe @McDonalds @LAKings Did you get the purrfect interview?,Twitter for iPad,CarrlynBathe,18638403,michaelburgett,Tennessee,493,696,24,2009-01-05 17:44:13,12254,False,en,0,1,en,0.0,TN
1054885026276433920,@aussiemily @McDonalds @LAKings I’m legit obsessed ,Twitter for iPhone,aussiemily,16052886,CarrlynBathe,"Orange, CA",12210,855,200,2008-08-30 09:02:03,14832,True,en,0,1,en,-0.5,CA
1054884963076718592,"RT @darth: @McDonalds hash brown tuesdays mcdonalds three hash brown for the price of one hash brown that is 9x the potato 
are u taking no…",Tweetbot for Mac,,15560096,CrucialTK,"Frederick, MD",419,490,28,2008-07-23 11:49:49,291,False,en,72,0,en,0.0,MD
1054884961470242816,RT @cowgirlbaby1960: @FoxBusiness @McDonalds A gazillion $$$ business can’t keep the kids parents happy with a Happy Meal on the Value Menu…,Twitter for iPhone,,1312262570,cowgirlbaby1960,"Baton Rouge, LA",2687,5001,14,2013-03-29 01:39:20,10441,False,en,1,0,en,0.8,LA
1054884961415655424,@CarrlynBathe @McDonalds @LAKings this is SO cute ,Twitter Lite,CarrlynBathe,886106922,HayleyRueger,"Los Angeles, CA",1390,1332,20,2012-10-17 05:02:02,42906,False,en,0,1,en,0.5,CA
1054884960232820737,@DesignationSix @McDonalds @Arbys @rubytuesday @redlobster @goldencorral @IHOP @Applebees @IdahoPotato @Walmart… https://t.co/JwBTQDnrh2,Twitter for iPhone,DesignationSix,999595991689871360,Candydandy19,"California, USA",393,359,1,2018-05-24 10:20:30,4012,False,en,0,1,en,0.0,CA
1054884743207157760,RT @I_PayAttention: How you gone mak a nigga choose between Popeyes and Mcdonalds,Twitter for iPhone,,585941037,1RealStunna,"Texas, USA",1158,1138,1,2012-05-20 18:00:18,5951,False,en,1,0,en,0.0,TX
1054884696310505472,@DesignationSix @McDonalds @Arbys @rubytuesday @redlobster @goldencorral @IHOP @Applebees @IdahoPotato @Walmart… https://t.co/L2jHi8DkWI,Twitter for iPhone,DesignationSix,999595991689871360,Candydandy19,"California, USA",393,359,1,2018-05-24 10:20:30,4012,False,en,0,1,en,0.0,CA
1054884671308337153,"RT @DesignationSix: Here are some Fox News advertisers. They are tagged so they will get notified for each LIKE RETWEET or COMMENT
@McDonal…",Twitter for Android,,825938639171571713,BarbaraMrozows1,"Michigan, USA",511,730,5,2017-01-30 05:28:11,31199,False,en,1264,0,en,0.0,MI
1054884655239856128,"RT @DesignationSix: Here are some Fox News advertisers. They are tagged so they will get notified for each LIKE RETWEET or COMMENT
@McDonal…",Twitter for iPhone,,999595991689871360,Candydandy19,"California, USA",393,359,1,2018-05-24 10:20:30,4012,False,en,1264,0,en,0.0,CA
1054884479968468992,@Queen_lyee @McDonalds Ms.Jackson I would just like to ask you who has ever eaten chicken nuggets with straight honey,Twitter for iPhone,Queen_lyee,3304215825,4k_kyle,"Blythewood, SC",148,217,0,2015-05-31 01:43:24,920,False,en,0,1,en,-0.2,SC
1054884340763516929,"RT @WORLDSTAR: Those bullet holes.. Where is this Mcdonalds!? #WSHH
@KuntJuice https://t.co/i5Vq7h1Nit",Twitter for Android,,747880186759176192,Tx_JesusArmen,"Fort Worth, TX",106,170,0,2016-06-28 19:51:46,8287,False,en,217,0,en,0.0,TX
1054884322878976000,@McDonalds Ok thanks.,Twitter Lite,McDonalds,865696194118340608,CarmenC09646152,Anaheim CA.,267,1049,1,2017-05-19 22:30:31,33617,False,en,0,0,en,0.35,CA
1054884209607630848,"RT @SchultzKISD: Come out to the Schultz spirit night at McDonalds!  We’ve got burgers, fries, shakes, spirit sticks, spinning wheel, coupo…",Twitter for iPhone,,34477453,takesalifetime,Texas,101,163,4,2009-04-23 01:20:02,4641,False,en,2,0,en,0.0,TX
1054884195200352257,"RT @DesignationSix: Here are some Fox News advertisers. They are tagged so they will get notified for each LIKE RETWEET or COMMENT
@McDonal…",Twitter for iPad,,794055932,deeter_cdeeter2,Indiana,2945,2801,4,2012-08-31 15:07:10,148274,False,en,1264,0,en,0.0,IN
1054884120231178240,@CarrlynBathe @McDonalds @LAKings Whaaaaaat? This is amazing and i am all kinds of jealy! ,Twitter for iPhone,CarrlynBathe,70800075,KaylaKnierim,"Los Angeles, CA",4797,464,49,2009-09-01 22:05:54,1534,True,en,0,1,en,0.7500000000000001,CA
1054884090275643397,@chabsmescudi I showed Mollz and she feels attacked and triggered. Now she wants McDonalds,Twitter for iPhone,chabsmescudi,901285259316252678,zhenyatownley,"Augusta, GA",23,138,0,2017-08-26 03:28:45,1766,False,en,0,1,en,0.2,GA
1054884033320996864,"RT @jlist: Go home, @mcdonalds, you're drunk. https://t.co/o856l0JePp",Twitter for Android,,1370639060,AngeloPanes,"Botolan, Central Luzon",42,332,0,2013-04-21 21:41:35,3699,False,en,303,0,en,-0.5,AL
